"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 25 01:49:18 GMT 2021","Thu Feb 25 01:49:18 GMT 2021","288","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_restActions","unitTests.tests_restActions","validateUserEmail","validateUserEmail",""
"passed","Thu Feb 25 01:46:51 GMT 2021","Thu Feb 25 01:46:51 GMT 2021","244","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","maximizeWindow","maximizeWindow",""
"passed","Thu Feb 25 01:47:49 GMT 2021","Thu Feb 25 01:47:50 GMT 2021","1048","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_regexComparison_expectedToPass","assertElementAttribute_false_regexComparison_expectedToPass",""
"passed","Thu Feb 25 01:46:13 GMT 2021","Thu Feb 25 01:46:16 GMT 2021","2686","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_SelectedValue","testPackage01.Test_SelectedValue","multipleSelect","multipleSelect",""
"passed","Thu Feb 25 01:46:20 GMT 2021","Thu Feb 25 01:46:21 GMT 2021","1123","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_JSONFileManager","testPackage01.Test_JSONFileManager","readStringFromJson","readStringFromJson",""
"passed","Thu Feb 25 01:44:31 GMT 2021","Thu Feb 25 01:44:32 GMT 2021","474","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f14","f14",""
"passed","Thu Feb 25 01:49:14 GMT 2021","Thu Feb 25 01:49:14 GMT 2021","9","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_true_expectedToPass__","assertEquals_true_expectedToPass__",""
"passed","Thu Feb 25 01:49:14 GMT 2021","Thu Feb 25 01:49:15 GMT 2021","502","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertFileExists_true_expectedToFail","assertFileExists_true_expectedToFail",""
"passed","Thu Feb 25 01:44:17 GMT 2021","Thu Feb 25 01:44:28 GMT 2021","10469","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f11","f11",""
"passed","Thu Feb 25 01:43:35 GMT 2021","Thu Feb 25 01:43:38 GMT 2021","2892","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_google","testPackage01.Test_google","navigateToURLandVerifyGoogleLogoIsDisplayed","TC001 - Navigate to URL and Verify Google Logo is Displayed",""
"passed","Thu Feb 25 01:47:46 GMT 2021","Thu Feb 25 01:47:48 GMT 2021","1134","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_regexComparison_expectedToFail","assertElementAttribute_false_regexComparison_expectedToFail",""
"passed","Thu Feb 25 01:46:38 GMT 2021","Thu Feb 25 01:46:38 GMT 2021","273","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","fullScreenWindow","fullScreenWindow",""
"passed","Thu Feb 25 01:47:09 GMT 2021","Thu Feb 25 01:47:11 GMT 2021","1336","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_false_expectedToFail","waitForElementToBePresent_false_expectedToFail",""
"passed","Thu Feb 25 01:46:44 GMT 2021","Thu Feb 25 01:46:44 GMT 2021","47","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","getPageSource","getPageSource",""
"passed","Thu Feb 25 01:49:14 GMT 2021","Thu Feb 25 01:49:14 GMT 2021","3","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_false_expectedToFail","assertEquals_false_expectedToFail",""
"passed","Thu Feb 25 01:49:14 GMT 2021","Thu Feb 25 01:49:14 GMT 2021","2","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertEquals_longCharacters_Discreet","assertEquals_longCharacters_Discreet",""
"passed","Thu Feb 25 01:47:34 GMT 2021","Thu Feb 25 01:47:35 GMT 2021","1073","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_containsComparison_expectedToFail","assertElementAttribute_false_containsComparison_expectedToFail",""
"passed","Thu Feb 25 01:47:37 GMT 2021","Thu Feb 25 01:47:38 GMT 2021","1034","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_containsComparison_expectedToPass","assertElementAttribute_false_containsComparison_expectedToPass",""
"passed","Thu Feb 25 01:45:05 GMT 2021","Thu Feb 25 01:45:05 GMT 2021","3","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f2","f2",""
"passed","Thu Feb 25 01:45:34 GMT 2021","Thu Feb 25 01:45:34 GMT 2021","1","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f6_2","f6_2",""
"passed","Thu Feb 25 01:44:12 GMT 2021","Thu Feb 25 01:44:12 GMT 2021","9","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_SkipDueToIssue","testPackage01.Test_SkipDueToIssue","skip","skip",""
"passed","Thu Feb 25 01:49:15 GMT 2021","Thu Feb 25 01:49:15 GMT 2021","2","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertFileExists_true_expectedToPass","assertFileExists_true_expectedToPass",""
"passed","Thu Feb 25 01:47:08 GMT 2021","Thu Feb 25 01:47:08 GMT 2021","222","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","setWindowSize","setWindowSize",""
"passed","Thu Feb 25 01:46:08 GMT 2021","Thu Feb 25 01:46:10 GMT 2021","2298","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_dragAndDrop","testPackage01.Test_dragAndDrop","dragAndDropJquery","dragAndDropJquery",""
"passed","Thu Feb 25 01:47:39 GMT 2021","Thu Feb 25 01:47:41 GMT 2021","1969","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementAttribute_false_literalComparison_expectedToFail","assertElementAttribute_false_literalComparison_expectedToFail",""
"passed","Thu Feb 25 01:45:34 GMT 2021","Thu Feb 25 01:45:34 GMT 2021","1","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f26","f26",""
"passed","Thu Feb 25 01:49:12 GMT 2021","Thu Feb 25 01:49:12 GMT 2021","317","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertElementExists_true_expectedToPass","assertElementExists_true_expectedToPass",""
"passed","Thu Feb 25 01:45:34 GMT 2021","Thu Feb 25 01:45:34 GMT 2021","1","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f31","f31",""
"passed","Thu Feb 25 01:44:29 GMT 2021","Thu Feb 25 01:44:29 GMT 2021","360","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f12","f12",""
"passed","Thu Feb 25 01:47:28 GMT 2021","Thu Feb 25 01:47:28 GMT 2021","3","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToFail","assertComparativeRelation_greaterThanOrEquals_false_greaterThan_expectedToFail",""
"passed","Thu Feb 25 01:45:34 GMT 2021","Thu Feb 25 01:45:34 GMT 2021","2","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f30","f30",""
"passed","Thu Feb 25 01:47:03 GMT 2021","Thu Feb 25 01:47:04 GMT 2021","899","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_browserActions","unitTests.tests_browserActions","navigateToURLWithRedirection","navigateToURLWithRedirection",""
"passed","Thu Feb 25 01:45:07 GMT 2021","Thu Feb 25 01:45:32 GMT 2021","25610","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f21","f21",""
"passed","Thu Feb 25 01:45:34 GMT 2021","Thu Feb 25 01:45:34 GMT 2021","3","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_NewValidationActions","testPackage01.Test_NewValidationActions","f6_1","f6_1",""
"passed","Thu Feb 25 01:43:52 GMT 2021","Thu Feb 25 01:43:58 GMT 2021","6742","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","testPackage01.Test_dynamicLoading","testPackage01.Test_dynamicLoading","dynamicLoading_elementIsHidden","dynamicLoading_elementIsHidden",""
"passed","Thu Feb 25 01:47:26 GMT 2021","Thu Feb 25 01:47:27 GMT 2021","1159","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_element_elementActions","unitTests.tests_element_elementActions","waitForElementToBePresent_true_expectedToPass","waitForElementToBePresent_true_expectedToPass",""
"passed","Thu Feb 25 01:49:15 GMT 2021","Thu Feb 25 01:49:15 GMT 2021","1","SHAFT_Engine: Custom Suite","SHAFT_Engine: Custom Test","unitTests.tests_validations_assertions","unitTests.tests_validations_assertions","assertNull_false_expectedToPass","assertNull_false_expectedToPass",""
